#;Callsign;Departure_Time;Destination Info;Origin Info;Origin;Dest;Routing;Aircraft Type;Cruise Speed (knots);km/h;Max Ceiling (FL);Default RFL;Time Duration;Schedule Arrival Time;path;Altitude;Speed;Speed_multiplied
13846;MH2513;05.27.10;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;B738;460;;410;FL380;01.45.00;15.00.00;[WBGG,VKG,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[7000,38000,38000,38000,38000,38000,12000];[155,450,450,450,450,450,145];[1240, 3600, 3600, 3600, 3600, 3600, 1160]
13847;AK5207;05.27.20;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;A320;450;;410;FL360;01.45.00;15.40.00;[WBGG,VKG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[7000,33000,33000,33000,33000,33000,33000,33000,33000,7000];[150,475,475,475,475,475,475,475,475,150];[1200, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 1200]
13848;MH2521;05.27.30;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;B738;460;;410;FL380;01.45.00;16.20.00;[WBGG,VKG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[12000,38000,38000,38000,38000,38000,38000,38000,38000,12000];[150,400,400,400,400,400,400,400,400,155];[1200, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 1240]
13849;AK5209;05.27.40;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;A320;450;;410;FL360;01.45.00;16.50.00;[WBGG,VKG,AGOBA,SABIP,BOBOB,KETOD,PADLI,SAROX,VKL,WMKK];[12000,38000,38000,38000,38000,38000,38000,38000,7000];[145,425,425,425,425,425,425,425,160];[1160, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 1280]
13850;AK5211;05.27.50;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;A320;450;;410;FL360;01.45.00;18.00.00;[WBGG,VKG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[12000,33000,33000,33000,33000,33000,33000,33000,33000,12000];[160,475,475,475,475,475,475,475,475,145];[1280, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 1160]
13851;MH2517;05.28.00;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;B738;460;;410;FL380;01.45.00;18.15.00;[WBGG,VKG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[7000,33000,33000,33000,33000,33000,33000,33000,33000,12000];[160,450,450,450,450,450,450,450,450,150];[1280, 3600, 3600, 3600, 3600, 3600, 3600, 3600, 3600, 1200]
13852;AK5229;05.28.10;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;A320;450;;410;FL360;01.45.00;18.55.00;[WBGG,VKG,AGOBA,SABIP,BOBOB,KETOD,PADLI,SAROX,VKL,WMKK];[12000,38000,38000,38000,38000,38000,38000,38000,7000];[160,425,425,425,425,425,425,425,155];[1280, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 1240]
13853;AK5213;05.28.20;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;A320;450;;410;FL360;01.45.00;19.20.00;[WBGG,VKG,AGOBA,SABIP,BOBOB,KETOD,PADLI,SAROX,VKL,WMKK];[7000,33000,33000,33000,33000,33000,33000,33000,7000];[145,500,500,500,500,500,500,500,160];[1160, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 1280]
13854;MH2529;05.28.30;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;B738;460;;410;FL380;01.45.00;20.10.00;[WBGG,VKG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[12000,41000,41000,41000,41000,41000,41000,41000,41000,12000];[150,500,500,500,500,500,500,500,500,145];[1200, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 1160]
13855;AK6056;05.28.40;WBGB;WBGG;(KCH);(BTU);WBGG_WBGB;A320;450;;410;FL270;01.00.00;10.25.00;[WBGG,VKG,VSI,ADGAB,VBU,WBGB];[12000,36000,36000,36000,7000];[145,475,475,475,160];[1160, 3800, 3800, 3800, 1280]
13856;MH3384;05.28.50;WBGB;WBGG;(KCH);(BTU);WBGG_WBGB;AT72;275;;250;FL200;01.00.00;14.50.00;[WBGG,VKG,VSI,ADGAB,VBU,WBGB];[7000,36000,36000,36000,12000];[150,475,475,475,155];[1200, 3800, 3800, 3800, 1240]
13857;AK6058;05.29.00;WBGB;WBGG;(KCH);(BTU);WBGG_WBGB;A320;450;;410;FL270;01.00.00;17.35.00;[WBGG,VKG,VSI,ADGAB,VBU,WBGB];[7000,33000,33000,33000,7000];[160,400,400,400,160];[1280, 3200, 3200, 3200, 1280]
13858;AK6180;05.29.10;WBGR;WBGG;(KCH);(MYY);WBGG_WBGR;A320;450;;410;FL330;01.00.00;08.40.00;[WBGG,VKG,AGPOP,PILAX,SARVO,VMI,WBGR];[12000,33000,33000,33000,33000,12000];[155,475,475,475,475,155];[1240, 3800, 3800, 3800, 3800, 1240]
13859;AK6186;05.29.20;WBGR;WBGG;(KCH);(MYY);WBGG_WBGR;A320;450;;410;FL330;01.00.00;15.15.00;[WBGG,VKG,AGPOP,PILAX,SARVO,VMI,WBGR];[7000,36000,36000,36000,36000,12000];[160,400,400,400,400,160];[1280, 3200, 3200, 3200, 3200, 1280]
13860;MH642;05.29.30;WBGR;WBGG;(KCH);(MYY);WBGG_WBGR;B738;460;;410;FL310;01.00.00;16.00.00;[WBGG,VKG,VSI,VBU,KADMO,VMI,WBGR];[12000,36000,36000,36000,36000,7000];[160,450,450,450,450,145];[1280, 3600, 3600, 3600, 3600, 1160]
13861;AK6188;05.29.40;WBGR;WBGG;(KCH);(MYY);WBGG_WBGR;A320;450;;410;FL330;01.00.00;20.35.00;[WBGG,VKG,AGPOP,PILAX,SARVO,VMI,WBGR];[7000,33000,33000,33000,33000,12000];[160,490,490,490,490,160];[1280, 3920, 3920, 3920, 3920, 1280]
13862;MH3802;05.29.50;WBGR;WBGG;(KCH);(MYY);WBGG_WBGR;AT72;275;;250;FL180;01.00.00;21.20.00;[WBGG,VKG,AGPOP,PILAX,SARVO,VMI,WBGR];[12000,38000,38000,38000,38000,12000];[145,475,475,475,475,160];[1160, 3800, 3800, 3800, 3800, 1280]
13863;MH3690;05.30.00;WBGS;WBGG;(KCH);(SBW);WBGG_WBGS;AT72;275;;250;FL140;00.45.00;07.00.00;[WBGG,VKG,VSI,WBGS];[7000,41000,7000];[160,400,160];[1280, 3200, 1280]
13864;AK6462;05.30.10;WBGS;WBGG;(KCH);(SBW);WBGG_WBGS;A320;450;;410;FL150;00.45.00;07.55.00;[WBGG,VKG,VSI,WBGS];[7000,38000,7000];[160,475,145];[1280, 3800, 1160]
13865;MH3692;05.30.20;WBGS;WBGG;(KCH);(SBW);WBGG_WBGS;AT72;275;;250;FL140;00.45.00;11.35.00;[WBGG,VKG,VSI,WBGS];[12000,41000,7000];[145,490,160];[1160, 3920, 1280]
13866;AK6468;05.30.30;WBGS;WBGG;(KCH);(SBW);WBGG_WBGS;A320;450;;410;FL150;00.45.00;12.45.00;[WBGG,VKG,VSI,WBGS];[12000,36000,12000];[160,400,160];[1280, 3200, 1280]
13867;MH3696;05.30.40;WBGS;WBGG;(KCH);(SBW);WBGG_WBGS;AT72;275;;250;FL140;00.45.00;15.50.00;[WBGG,VKG,VSI,WBGS];[7000,41000,12000];[145,500,160];[1160, 4000, 1280]
13868;MH3694;05.30.50;WBGS;WBGG;(KCH);(SBW);WBGG_WBGS;AT72;275;;250;FL140;00.45.00;17.45.00;[WBGG,VKG,VSI,WBGS];[12000,41000,7000];[145,475,150];[1160, 3800, 1200]
13869;AK6460;05.31.00;WBGS;WBGG;(KCH);(SBW);WBGG_WBGS;A320;450;;410;FL150;00.45.00;18.05.00;[WBGG,VKG,VSI,WBGS];[12000,36000,12000];[155,450,155];[1240, 3600, 1240]
13870;AK6350;05.31.10;WBKK;WBGG;(KCH);(BKI);WBGG_WBKK;A320;450;;410;FL370;01.30.00;07.40.00;[WBGG,VKG,AGPOP,PILAX,SARVO,VMI,BRU,VJN,WBKK];[7000,36000,36000,36000,36000,36000,36000,7000];[160,490,490,490,490,490,490,145];[1280, 3920, 3920, 3920, 3920, 3920, 3920, 1160]
13871;MH2806;05.31.20;WBKK;WBGG;(KCH);(BKI);WBGG_WBKK;B738;460;;410;FL390;01.30.00;13.30.00;[WBGG,VKG,VSI,VBU,VMI,BRU,VJN,WBKK];[12000,33000,33000,33000,33000,33000,7000];[155,425,425,425,425,425,155];[1240, 3400, 3400, 3400, 3400, 3400, 1240]
13872;AK6354;05.31.30;WBKK;WBGG;(KCH);(BKI);WBGG_WBKK;A320;450;;410;FL370;01.30.00;15.10.00;[WBGG,VKG,AGPOP,PILAX,SARVO,VMI,BRU,VJN,WBKK];[12000,31000,31000,31000,31000,31000,31000,7000];[150,490,490,490,490,490,490,145];[1200, 3920, 3920, 3920, 3920, 3920, 3920, 1160]
13873;AK6358;05.31.40;WBKK;WBGG;(KCH);(BKI);WBGG_WBKK;A320;450;;410;FL370;01.30.00;22.05.00;[WBGG,VKG,AGPOP,PILAX,SARVO,VMI,BRU,VJN,WBKK];[12000,38000,38000,38000,38000,38000,38000,12000];[150,425,425,425,425,425,425,160];[1200, 3400, 3400, 3400, 3400, 3400, 3400, 1280]
13874;AK5413;05.31.50;WMKJ;WBGG;(KCH);(JHB);WBGG_WMKJ;A320;450;;410;FL380;01.25.00;10.15.00;[WBGG,VKG,NIMIX,TOMAN,HOSBA,VTK,VJR,WMKJ];[7000,31000,31000,31000,31000,31000,12000];[150,500,500,500,500,500,160];[1200, 4000, 4000, 4000, 4000, 4000, 1280]
13875;AK5417;05.32.00;WMKJ;WBGG;(KCH);(JHB);WBGG_WMKJ;A320;450;;410;FL380;01.25.00;20.15.00;[WBGG,VKG,NIMIX,TOMAN,HOSBA,VTK,VJR,WMKJ];[12000,31000,31000,31000,31000,31000,12000];[150,475,475,475,475,475,155];[1200, 3800, 3800, 3800, 3800, 3800, 1240]
13876;AK5411;05.32.10;WMKJ;WBGG;(KCH);(JHB);WBGG_WMKJ;A320;450;;410;FL380;01.25.00;23.15.00;[WBGG,VKG,NIMIX,TOMAN,HOSBA,VTK,VJR,WMKJ];[7000,36000,36000,36000,36000,36000,7000];[160,425,425,425,425,425,155];[1280, 3400, 3400, 3400, 3400, 3400, 1240]
13877;AK5433;05.32.20;WMKP;WBGG;(KCH);(PEN);WBGG_WMKP;A320;450;;410;FL360;02.00.00;11.35.00;[WBGG,VKG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ADNUT,PIBOS,VBA,SUKAT,TEPUS,VPG,WMKP];[7000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,7000];[155,450,450,450,450,450,450,450,450,450,450,450,450,150];[1240, 3600, 3600, 3600, 3600, 3600, 3600, 3600, 3600, 3600, 3600, 3600, 3600, 1200]
13878;AK775;05.32.30;WSSS;WBGG;(KCH);(SIN);WBGG_WSSS;A320;450;;410;FL320;01.25.00;11.15.00;[WBGG,VKG,NIMIX,TOMAN,HOSBA,VTK,WSSS];[12000,31000,31000,31000,31000,7000];[145,425,425,425,425,155];[1160, 3400, 3400, 3400, 3400, 1240]
13879;MH643;05.32.40;WSSS;WBGG;(KCH);(SIN);WBGG_WSSS;B738;460;;410;FL380;01.25.00;12.05.00;[WBGG,VKG,AGOBA,SABIP,TOMAN,HOSBA,VTK,WSSS];[12000,38000,38000,38000,38000,38000,7000];[145,450,450,450,450,450,150];[1160, 3600, 3600, 3600, 3600, 3600, 1200]
13880;MH2547;05.32.50;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;B738;460;;410;FL380;01.45.00;07.20.00;[WBGG,VKG,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[12000,41000,41000,41000,41000,41000,12000];[155,400,400,400,400,400,160];[1240, 3200, 3200, 3200, 3200, 3200, 1280]
13881;AK5231;05.33.00;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;A320;450;;410;FL360;01.45.00;08.45.00;[WBGG,VKG,AGOBA,SABIP,BOBOB,KETOD,PADLI,SAROX,VKL,WMKK];[12000,31000,31000,31000,31000,31000,31000,31000,7000];[160,425,425,425,425,425,425,425,145];[1280, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 1160]
13882;MH2505;05.33.10;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;B738;460;;410;FL380;01.45.00;09.00.00;[WBGG,VKG,AGOBA,SABIP,BOBOB,KETOD,PADLI,SAROX,VKL,WMKK];[7000,41000,41000,41000,41000,41000,41000,41000,7000];[160,450,450,450,450,450,450,450,145];[1280, 3600, 3600, 3600, 3600, 3600, 3600, 3600, 1160]
13883;AK5203;05.33.20;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;A320;450;;410;FL360;01.45.00;11.05.00;[WBGG,VKG,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[7000,33000,33000,33000,33000,33000,7000];[150,475,475,475,475,475,155];[1200, 3800, 3800, 3800, 3800, 3800, 1240]
13884;OD1601;05.33.30;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;B738;460;;410;FL380;01.45.00;11.20.00;[WBGG,VKG,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[7000,38000,38000,38000,38000,38000,7000];[145,450,450,450,450,450,155];[1160, 3600, 3600, 3600, 3600, 3600, 1240]
13885;MH2543;05.33.40;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;B738;460;;410;FL380;01.45.00;11.25.00;[WBGG,VKG,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[7000,31000,31000,31000,31000,31000,7000];[150,400,400,400,400,400,160];[1200, 3200, 3200, 3200, 3200, 3200, 1280]
13886;AK5205;05.33.50;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;A320;450;;410;FL360;01.45.00;12.25.00;[WBGG,VKG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[7000,31000,31000,31000,31000,31000,31000,31000,31000,12000];[145,450,450,450,450,450,450,450,450,160];[1160, 3600, 3600, 3600, 3600, 3600, 3600, 3600, 3600, 1280]
13887;MH2507;05.34.00;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;B738;460;;410;FL380;01.45.00;12.50.00;[WBGG,VKG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[12000,41000,41000,41000,41000,41000,41000,41000,41000,7000];[145,500,500,500,500,500,500,500,500,155];[1160, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 1240]
13888;AK5233;05.34.10;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;A320;450;;410;FL360;01.45.00;13.40.00;[WBGG,VKG,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[12000,31000,31000,31000,31000,31000,7000];[155,490,490,490,490,490,145];[1240, 3920, 3920, 3920, 3920, 3920, 1160]
13889;MH2513;05.34.20;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;B738;460;;410;FL380;01.45.00;15.00.00;[WBGG,VKG,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[7000,31000,31000,31000,31000,31000,12000];[150,400,400,400,400,400,150];[1200, 3200, 3200, 3200, 3200, 3200, 1200]
13890;AK5207;05.34.30;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;A320;450;;410;FL360;01.45.00;15.40.00;[WBGG,VKG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[12000,33000,33000,33000,33000,33000,33000,33000,33000,7000];[150,425,425,425,425,425,425,425,425,155];[1200, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 1240]
13891;MH2521;05.34.40;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;B738;460;;410;FL380;01.45.00;16.20.00;[WBGG,VKG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[12000,33000,33000,33000,33000,33000,33000,33000,33000,7000];[155,400,400,400,400,400,400,400,400,155];[1240, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 1240]
13892;AK5209;05.34.50;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;A320;450;;410;FL360;01.45.00;16.50.00;[WBGG,VKG,AGOBA,SABIP,BOBOB,KETOD,PADLI,SAROX,VKL,WMKK];[12000,36000,36000,36000,36000,36000,36000,36000,12000];[150,475,475,475,475,475,475,475,145];[1200, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 1160]
13893;AK5211;05.35.00;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;A320;450;;410;FL360;01.45.00;18.00.00;[WBGG,VKG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[12000,33000,33000,33000,33000,33000,33000,33000,33000,7000];[160,400,400,400,400,400,400,400,400,150];[1280, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 3200, 1200]
13894;MH2517;05.35.10;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;B738;460;;410;FL380;01.45.00;18.15.00;[WBGG,VKG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[12000,38000,38000,38000,38000,38000,38000,38000,38000,7000];[145,490,490,490,490,490,490,490,490,150];[1160, 3920, 3920, 3920, 3920, 3920, 3920, 3920, 3920, 1200]
13895;AK5229;05.35.20;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;A320;450;;410;FL360;01.45.00;18.55.00;[WBGG,VKG,AGOBA,SABIP,BOBOB,KETOD,PADLI,SAROX,VKL,WMKK];[12000,36000,36000,36000,36000,36000,36000,36000,7000];[155,500,500,500,500,500,500,500,145];[1240, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 1160]
13896;AK5213;05.35.30;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;A320;450;;410;FL360;01.45.00;19.20.00;[WBGG,VKG,AGOBA,SABIP,BOBOB,KETOD,PADLI,SAROX,VKL,WMKK];[7000,41000,41000,41000,41000,41000,41000,41000,12000];[160,490,490,490,490,490,490,490,155];[1280, 3920, 3920, 3920, 3920, 3920, 3920, 3920, 1240]
13897;MH2529;05.35.40;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;B738;460;;410;FL380;01.45.00;20.10.00;[WBGG,VKG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ISTAN,VKL,WMKK];[7000,38000,38000,38000,38000,38000,38000,38000,38000,7000];[155,425,425,425,425,425,425,425,425,145];[1240, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 1160]
13898;AK6056;05.35.50;WBGB;WBGG;(KCH);(BTU);WBGG_WBGB;A320;450;;410;FL270;01.00.00;10.25.00;[WBGG,VKG,VSI,ADGAB,VBU,WBGB];[12000,36000,36000,36000,12000];[150,490,490,490,150];[1200, 3920, 3920, 3920, 1200]
13899;MH3384;05.36.00;WBGB;WBGG;(KCH);(BTU);WBGG_WBGB;AT72;275;;250;FL200;01.00.00;14.50.00;[WBGG,VKG,VSI,ADGAB,VBU,WBGB];[7000,33000,33000,33000,12000];[160,425,425,425,145];[1280, 3400, 3400, 3400, 1160]
13900;AK6058;05.36.10;WBGB;WBGG;(KCH);(BTU);WBGG_WBGB;A320;450;;410;FL270;01.00.00;17.35.00;[WBGG,VKG,VSI,ADGAB,VBU,WBGB];[12000,41000,41000,41000,12000];[150,475,475,475,155];[1200, 3800, 3800, 3800, 1240]
13901;AK6180;05.36.20;WBGR;WBGG;(KCH);(MYY);WBGG_WBGR;A320;450;;410;FL330;01.00.00;08.40.00;[WBGG,VKG,AGPOP,PILAX,SARVO,VMI,WBGR];[12000,36000,36000,36000,36000,12000];[150,475,475,475,475,160];[1200, 3800, 3800, 3800, 3800, 1280]
13902;AK6186;05.36.30;WBGR;WBGG;(KCH);(MYY);WBGG_WBGR;A320;450;;410;FL330;01.00.00;15.15.00;[WBGG,VKG,AGPOP,PILAX,SARVO,VMI,WBGR];[12000,41000,41000,41000,41000,7000];[150,490,490,490,490,150];[1200, 3920, 3920, 3920, 3920, 1200]
13903;MH642;05.36.40;WBGR;WBGG;(KCH);(MYY);WBGG_WBGR;B738;460;;410;FL310;01.00.00;16.00.00;[WBGG,VKG,VSI,VBU,KADMO,VMI,WBGR];[7000,33000,33000,33000,33000,7000];[160,400,400,400,400,150];[1280, 3200, 3200, 3200, 3200, 1200]
13904;AK6188;05.36.50;WBGR;WBGG;(KCH);(MYY);WBGG_WBGR;A320;450;;410;FL330;01.00.00;20.35.00;[WBGG,VKG,AGPOP,PILAX,SARVO,VMI,WBGR];[7000,38000,38000,38000,38000,7000];[160,490,490,490,490,150];[1280, 3920, 3920, 3920, 3920, 1200]
13905;MH3802;05.37.00;WBGR;WBGG;(KCH);(MYY);WBGG_WBGR;AT72;275;;250;FL180;01.00.00;21.20.00;[WBGG,VKG,AGPOP,PILAX,SARVO,VMI,WBGR];[12000,41000,41000,41000,41000,7000];[160,400,400,400,400,160];[1280, 3200, 3200, 3200, 3200, 1280]
13906;MH3690;05.37.10;WBGS;WBGG;(KCH);(SBW);WBGG_WBGS;AT72;275;;250;FL140;00.45.00;07.00.00;[WBGG,VKG,VSI,WBGS];[7000,36000,7000];[150,500,150];[1200, 4000, 1200]
13907;AK6462;05.37.20;WBGS;WBGG;(KCH);(SBW);WBGG_WBGS;A320;450;;410;FL150;00.45.00;07.55.00;[WBGG,VKG,VSI,WBGS];[7000,33000,7000];[160,500,145];[1280, 4000, 1160]
13908;MH3692;05.37.30;WBGS;WBGG;(KCH);(SBW);WBGG_WBGS;AT72;275;;250;FL140;00.45.00;11.35.00;[WBGG,VKG,VSI,WBGS];[7000,33000,7000];[155,500,160];[1240, 4000, 1280]
13909;AK6468;05.37.40;WBGS;WBGG;(KCH);(SBW);WBGG_WBGS;A320;450;;410;FL150;00.45.00;12.45.00;[WBGG,VKG,VSI,WBGS];[12000,33000,7000];[155,490,145];[1240, 3920, 1160]
13910;MH3696;05.37.50;WBGS;WBGG;(KCH);(SBW);WBGG_WBGS;AT72;275;;250;FL140;00.45.00;15.50.00;[WBGG,VKG,VSI,WBGS];[7000,36000,12000];[155,490,150];[1240, 3920, 1200]
13911;MH3694;05.38.00;WBGS;WBGG;(KCH);(SBW);WBGG_WBGS;AT72;275;;250;FL140;00.45.00;17.45.00;[WBGG,VKG,VSI,WBGS];[12000,33000,12000];[150,475,155];[1200, 3800, 1240]
13912;AK6460;05.38.10;WBGS;WBGG;(KCH);(SBW);WBGG_WBGS;A320;450;;410;FL150;00.45.00;18.05.00;[WBGG,VKG,VSI,WBGS];[12000,38000,7000];[160,425,145];[1280, 3400, 1160]
13913;AK6350;05.38.20;WBKK;WBGG;(KCH);(BKI);WBGG_WBKK;A320;450;;410;FL370;01.30.00;07.40.00;[WBGG,VKG,AGPOP,PILAX,SARVO,VMI,BRU,VJN,WBKK];[7000,38000,38000,38000,38000,38000,38000,12000];[150,475,475,475,475,475,475,150];[1200, 3800, 3800, 3800, 3800, 3800, 3800, 1200]
13914;MH2806;05.38.30;WBKK;WBGG;(KCH);(BKI);WBGG_WBKK;B738;460;;410;FL390;01.30.00;13.30.00;[WBGG,VKG,VSI,VBU,VMI,BRU,VJN,WBKK];[7000,41000,41000,41000,41000,41000,12000];[150,425,425,425,425,425,155];[1200, 3400, 3400, 3400, 3400, 3400, 1240]
13915;AK6354;05.38.40;WBKK;WBGG;(KCH);(BKI);WBGG_WBKK;A320;450;;410;FL370;01.30.00;15.10.00;[WBGG,VKG,AGPOP,PILAX,SARVO,VMI,BRU,VJN,WBKK];[12000,33000,33000,33000,33000,33000,33000,7000];[150,500,500,500,500,500,500,150];[1200, 4000, 4000, 4000, 4000, 4000, 4000, 1200]
13916;AK6358;05.38.50;WBKK;WBGG;(KCH);(BKI);WBGG_WBKK;A320;450;;410;FL370;01.30.00;22.05.00;[WBGG,VKG,AGPOP,PILAX,SARVO,VMI,BRU,VJN,WBKK];[7000,36000,36000,36000,36000,36000,36000,7000];[145,425,425,425,425,425,425,155];[1160, 3400, 3400, 3400, 3400, 3400, 3400, 1240]
13917;AK5413;05.39.00;WMKJ;WBGG;(KCH);(JHB);WBGG_WMKJ;A320;450;;410;FL380;01.25.00;10.15.00;[WBGG,VKG,NIMIX,TOMAN,HOSBA,VTK,VJR,WMKJ];[12000,36000,36000,36000,36000,36000,12000];[150,425,425,425,425,425,150];[1200, 3400, 3400, 3400, 3400, 3400, 1200]
13918;AK5417;05.39.10;WMKJ;WBGG;(KCH);(JHB);WBGG_WMKJ;A320;450;;410;FL380;01.25.00;20.15.00;[WBGG,VKG,NIMIX,TOMAN,HOSBA,VTK,VJR,WMKJ];[12000,31000,31000,31000,31000,31000,7000];[145,400,400,400,400,400,145];[1160, 3200, 3200, 3200, 3200, 3200, 1160]
13919;AK5411;05.39.20;WMKJ;WBGG;(KCH);(JHB);WBGG_WMKJ;A320;450;;410;FL380;01.25.00;23.15.00;[WBGG,VKG,NIMIX,TOMAN,HOSBA,VTK,VJR,WMKJ];[7000,36000,36000,36000,36000,36000,7000];[160,450,450,450,450,450,145];[1280, 3600, 3600, 3600, 3600, 3600, 1160]
13920;AK5433;05.39.30;WMKP;WBGG;(KCH);(PEN);WBGG_WMKP;A320;450;;410;FL360;02.00.00;11.35.00;[WBGG,VKG,AGOBA,SABIP,BOBOB,KETOD,OBDAB,VPK,ADNUT,PIBOS,VBA,SUKAT,TEPUS,VPG,WMKP];[12000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,12000];[145,475,475,475,475,475,475,475,475,475,475,475,475,160];[1160, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 3800, 1280]
13921;AK775;05.39.40;WSSS;WBGG;(KCH);(SIN);WBGG_WSSS;A320;450;;410;FL320;01.25.00;11.15.00;[WBGG,VKG,NIMIX,TOMAN,HOSBA,VTK,WSSS];[7000,33000,33000,33000,33000,7000];[160,490,490,490,490,145];[1280, 3920, 3920, 3920, 3920, 1160]
13922;MH643;05.39.50;WSSS;WBGG;(KCH);(SIN);WBGG_WSSS;B738;460;;410;FL380;01.25.00;12.05.00;[WBGG,VKG,AGOBA,SABIP,TOMAN,HOSBA,VTK,WSSS];[7000,31000,31000,31000,31000,31000,12000];[145,400,400,400,400,400,160];[1160, 3200, 3200, 3200, 3200, 3200, 1280]
13923;MH2547;05.40.00;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;B738;460;;410;FL380;01.45.00;07.20.00;[WBGG,VKG,KAMIN,KIBOL,VPT,SAROX,VKL,WMKK];[7000,36000,36000,36000,36000,36000,7000];[155,450,450,450,450,450,145];[1240, 3600, 3600, 3600, 3600, 3600, 1160]
13924;AK5231;05.40.10;WMKK;WBGG;(KCH);(KUL);WBGG_WMKK;A320;450;;410;FL360;01.45.00;08.45.00;[WBGG,VKG,AGOBA,SABIP,BOBOB,KETOD,PADLI,SAROX,VKL,WMKK];[7000,38000,38000,38000,38000,38000,38000,38000,7000];[155,425,425,425,425,425,425,425,155];[1240, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 1240]
